#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:firsthalf" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:firsthalf" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:firsthalf">
#                <taxonset id="TaxonSet.firsthalf" spec="beast.evolution.alignment.TaxonSet">
#                    <alignment filter="1-449" id="firsthalf" spec="beast.evolution.alignment.FilteredAlignment">
#                    </alignment>
#                </taxonset>
#            </tree>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:firsthalf" spec="beast.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:firsthalf" spec="beast.core.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:firsthalf" lower="0.0" name="x" upper="1.0">0.1</parameter>
#            <Beta id="Beta.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">1.0</parameter>
#                <parameter id="RealParameter.01" lower="0.0" name="beta" upper="0.0">4.0</parameter>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:firsthalf" spec="beast.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:firsthalf" lower="0" spec="beast.core.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:firsthalf" modelIndicator="@BMT_ModelIndicator.s:firsthalf" spec="beast.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:firsthalf" lower="0.01" name="rates" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:firsthalf" spec="beast.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:firsthalf" spec="beast.core.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:firsthalf" name="frequencies">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:firsthalf" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:firsthalfx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:firsthalf" name="distribution" x="@BMT_frequencies.s:firsthalf">
#            <distr id="Dirichlet.0" spec="beast.math.distributions.Dirichlet">
#                <parameter dimension="4" id="RealParameter.02" lower="0.0" name="alpha" upper="0.0">1.0 1.0 1.0 1.0</parameter>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:firsthalf" spec="beast.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:firsthalf" spec="beast.core.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:firsthalf" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.03" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:firsthalf" name="distribution" x="@birthRate.t:firsthalf">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@firsthalf" id="treeLikelihood.firsthalf" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:firsthalf">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:firsthalf" hasInvariantSites="@hasInvariableSites.s:firsthalf" id="BEASTModelTest.s:firsthalf" proportionInvariant="@BMT_ProportionInvariable.s:firsthalf" shape="@BMT_gammaShape.s:firsthalf" spec="beast.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:firsthalf">
#                <parameter estimate="false" id="BMT_mutationRate.s:firsthalf" name="mutationRate">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:firsthalf" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:firsthalf" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:firsthalf" id="treeLikelihood.secondhalf" siteModel="@BEASTModelTest.s:firsthalf" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:firsthalf">
#            <data data="@Primates" filter="450-898" id="secondhalf" spec="beast.evolution.alignment.FilteredAlignment"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.firsthalf	treeLikelihood.secondhalf	TreeHeight	YuleModel	birthRate	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_Rates.1	BMT_Rates.2	BMT_Rates.3	BMT_Rates.4	BMT_Rates.5	BMT_Rates.6	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4
1244000	-5719.902155315736	-5721.1047957507035	1.2026404349671909	-2898.367173077013	-2822.737622673691	0.6491625860254954	2.248172818909949	3.216876334585338	0.2355622156766347	2.5706463376123643	0.2355622156766347	0.2355622156766347	2.5706463376123643	0.15202067774537098	121123	2	0.2355622156766347	2.5706463376123643	0.15202067774537098	0.09428609009837739	2.0291101538869096	0.06437198092261742	0.3624716265847121	0.005755034342878575	1	0	0.0	0.3624716265847121	0	0.35361617094328773	0.33667581639345223	0.07357962782989722	0.23612838483336263
1245000	-5719.355899927722	-5720.76939619296	1.4134962652376828	-2895.3550308356375	-2825.414365357322	0.6229520284871709	2.4455688727290466	2.789223369241264	0.2355622156766347	2.578928773312194	0.2355622156766347	0.2355622156766347	2.578928773312194	0.13545580634571097	121123	2	0.2355622156766347	2.578928773312194	0.13545580634571097	0.15202067774537098	2.0291101538869096	0.06437198092261742	0.3624716265847121	0.005755034342878575	1	0	0.0	0.3624716265847121	0	0.35361617094328773	0.33667581639345223	0.07357962782989722	0.23612838483336263
1246000	-5722.909895617142	-5722.551345581975	-0.35855003516767014	-2891.675433103851	-2830.8759124781236	0.7477317473649541	0.9075698416078533	3.8915431262336546	0.2694541186053091	2.637888946938549	0.16517118751626886	0.16517118751626886	2.637888946938549	0.12442561248505857	123324	19	0.2694541186053091	2.637888946938549	0.16517118751626886	0.12442561248505857	2.0291101538869096	0.06437198092261742	0.3864789827274288	0.005755034342878575	1	0	0.0	0.3864789827274288	0	0.35361617094328773	0.33667581639345223	0.07357962782989722	0.23612838483336263
1247000	-5721.64136696952	-5722.641510845611	1.000143876090965	-2896.8801585224064	-2825.7613523232053	0.6356667050664919	1.9803971993319252	3.7934930944442016	0.21968260873933163	2.637888946938549	0.21968260873933163	0.21968260873933163	2.637888946938549	0.06517427990491052	121123	2	0.21968260873933163	2.637888946938549	0.06517427990491052	0.12442561248505857	0.12442561248505857	0.06437198092261742	0.3748064591552605	0.005755034342878575	1	0	0.0	0.3748064591552605	0	0.3565795526945032	0.33371243464223677	0.07357962782989722	0.23612838483336263
1248000	-5719.337749565191	-5718.042207009112	-1.2955425560795468	-2894.272844662424	-2823.769362346687	0.6275972159461595	1.7916400869829827	4.016429728977997	0.23650066340603795	2.8542704857533017	0.23650066340603795	0.23650066340603795	2.372017853988666	0.06420967003992233	121134	4	0.23650066340603795	2.8542704857533017	2.372017853988666	0.06420967003992233	0.12442561248505857	0.06437198092261742	0.3748064591552605	0.005755034342878575	1	0	0.0	0.3748064591552605	0	0.3565795526945032	0.33371243464223677	0.07357962782989722	0.23612838483336263
1249000	-5719.6668885064255	-5719.050119608182	-0.6167688982432996	-2887.531749912641	-2831.518369695541	0.6408219489449036	2.341548486038933	3.4371938072444634	0.19761921369338079	2.8542704857533017	0.19761921369338079	0.19761921369338079	2.355252659473179	0.19761921369338079	121131	3	0.19761921369338079	2.8542704857533017	2.355252659473179	2.355252659473179	2.355252659473179	0.06437198092261742	0.35549067027337383	0.005755034342878575	1	0	0.0	0.35549067027337383	0	0.3565795526945032	0.33371243464223677	0.07357962782989722	0.23612838483336263
1250000	-5724.644765022303	-5723.52100784116	-1.123757181142086	-2894.78250258507	-2828.738505256091	0.6155508395265306	2.140673457004394	3.2071329843811314	0.21981498646931769	2.8542704857533017	0.2740869099136741	0.2740869099136741	2.374505789461748	0.0032349184882882187	123345	22	0.21981498646931769	2.8542704857533017	0.2740869099136741	2.374505789461748	0.0032349184882882187	0.06437198092261742	0.35467072149945894	0.005755034342878575	1	0	0.0	0.35467072149945894	0	0.3565795526945032	0.33371243464223677	0.07357962782989722	0.23612838483336263
1251000	-5723.748572359747	-5722.4272910326	-1.3212813271475128	-2892.664320196091	-2829.7629708365093	0.6644249766994138	1.6323380516771628	4.726656385401281	0.21125555078877906	2.521617009506951	0.21125555078877906	0.21125555078877906	2.6333607873379368	0.21125555078877906	121131	3	0.21125555078877906	2.521617009506951	2.6333607873379368	2.374505789461748	0.0032349184882882187	0.06437198092261742	0.35467072149945894	0.005755034342878575	1	0	0.0	0.35467072149945894	0	0.3565795526945032	0.33214523102360627	0.07514683144852773	0.23612838483336263
1252000	-5723.494604367341	-5724.2669233712295	0.7723190038891005	-2895.4670090471586	-2828.7999143240713	0.552039210423326	3.9191842671851793	3.754280002079031	0.20697201009546645	2.644969839456196	0.2391095599857655	0.2391095599857655	2.462867020381344	0.20697201009546645	123341	20	0.20697201009546645	2.644969839456196	0.2391095599857655	2.462867020381344	0.0032349184882882187	0.06437198092261742	0.3310383155020155	0.005755034342878575	1	0	0.0	0.3310383155020155	0	0.3565795526945032	0.33214523102360627	0.07514683144852773	0.23612838483336263
1253000	-5724.4204483170615	-5722.954479768121	-1.4659685489403524	-2892.787731831963	-2830.1667479361586	0.6685276467545492	1.6456449059026648	2.758833429535125	0.22212775672815055	2.9603371414577024	0.22212775672815055	0.22212775672815055	2.196121366151041	0.17715822220680832	121134	4	0.22212775672815055	2.9603371414577024	2.196121366151041	0.17715822220680832	0.21110612284694405	0.06437198092261742	0.3310383155020155	0.005755034342878575	1	0	0.0	0.3310383155020155	0	0.33905953605598793	0.34966524766212154	0.07514683144852773	0.23612838483336263
1254000	-5721.8790574539435	-5724.336800605174	2.457743151230696	-2895.531456645276	-2828.805343959898	0.5572629048994219	3.5820522555719165	4.825467334624554	0.20865816326016579	2.543617079452208	0.28679135131508937	0.20865816326016579	2.543617079452208	0.20865816326016579	123121	11	0.20865816326016579	2.543617079452208	0.28679135131508937	0.16409219163175442	0.16027138165054758	0.06437198092261742	0.3435384445983452	0.005755034342878575	1	0	0.0	0.3435384445983452	0	0.33905953605598793	0.33189379428638954	0.07514683144852773	0.2538998382090946
1255000	-5724.774088842335	-5726.823635546109	2.049546703773161	-2897.060270475561	-2829.763365070547	0.5563936546787439	3.130851811890908	5.229773847655613	0.26038203725372894	2.5063671791347613	0.20611952996929372	0.26038203725372894	2.5063671791347613	0.26038203725372894	123121	11	0.26038203725372894	2.5063671791347613	0.20611952996929372	2.487589036862041	0.16027138165054758	0.06437198092261742	0.3435384445983452	0.005755034342878575	1	0	0.0	0.3435384445983452	0	0.33905953605598793	0.33189379428638954	0.07514683144852773	0.2538998382090946
1256000	-5723.785796815801	-5725.646764152517	1.8609673367157216	-2898.8617153108935	-2826.7850488416234	0.5648924869221862	2.9896380634304696	2.804925555804981	0.26038203725372894	2.5063671791347613	0.20611952996929372	0.26038203725372894	2.5063671791347613	0.26038203725372894	123121	11	0.26038203725372894	2.5063671791347613	0.20611952996929372	0.2569347576494476	0.16027138165054758	0.06437198092261742	0.39090406319534576	0.005755034342878575	1	0	0.0	0.39090406319534576	0	0.33905953605598793	0.33189379428638954	0.07514683144852773	0.2538998382090946
1257000	-5725.252295542844	-5727.777368133829	2.5250725909853275	-2898.9227528547826	-2828.854615279047	0.5071782500246057	3.4074780720220863	6.0529662364944485	0.23380402426119595	2.5323919514776096	0.23380402426119595	0.23380402426119595	2.5323919514776096	0.23380402426119595	121121	1	0.23380402426119595	2.5323919514776096	0.19595178351980888	0.2104818090371615	0.16027138165054758	0.06437198092261742	0.3675088867879519	0.005755034342878575	1	0	0.0	0.3675088867879519	0	0.33905953605598793	0.33189379428638954	0.07514683144852773	0.2538998382090946
1258000	-5723.852894246998	-5724.344687184918	0.4917929379195528	-2899.6013738319325	-2824.7433133529858	0.612832840564771	1.367392656809392	2.1278811534519417	0.233725594280522	2.5325488114389576	0.233725594280522	0.233725594280522	2.5325488114389576	0.233725594280522	121121	1	0.233725594280522	2.5325488114389576	0.19595178351980888	0.2104818090371615	0.16027138165054758	0.06437198092261742	0.3607224219075808	0.005755034342878575	1	0	0.0	0.3607224219075808	0	0.35909084320893464	0.33189379428638954	0.07514683144852773	0.2338685310561479
1259000	-5719.874780241369	-5720.322650781169	0.44787053979963004	-2888.4200733752423	-2831.9025774059264	0.6978322677319315	1.3991633141128634	3.785227633337326	0.19273592537772805	2.693525523689757	0.19273592537772805	0.11373855093251634	2.693525523689757	0.11373855093251634	121323	6	0.19273592537772805	2.693525523689757	0.11373855093251634	0.4293439847105224	0.16027138165054758	0.06437198092261742	0.3036179578867447	0.005755034342878575	1	0	0.0	0.3036179578867447	0	0.35909084320893464	0.33189379428638954	0.07514683144852773	0.2338685310561479
1260000	-5719.904373937497	-5720.198518670373	0.29414473287566206	-2889.6754506542634	-2830.5230680161094	0.717604297614506	1.2690110044800011	3.568795036536159	0.19273592537772805	2.6726583252377485	0.19273592537772805	0.13460574938452488	2.6726583252377485	0.13460574938452488	121323	6	0.19273592537772805	2.6726583252377485	0.13460574938452488	0.13460574938452488	0.16027138165054758	0.06437198092261742	0.3140366961011749	0.005755034342878575	1	0	0.0	0.3140366961011749	0	0.35909084320893464	0.33189379428638954	0.07514683144852773	0.2338685310561479
1261000	-5724.696774024168	-5724.969140447904	0.2723664237355931	-2891.4297269376634	-2833.53941351024	0.6962712562359205	1.2451894795990492	2.1013303987064265	0.24722932230629202	2.6759016628975854	0.24722932230629202	0.07686901479612412	2.6759016628975854	0.07686901479612412	121323	6	0.24722932230629202	2.6759016628975854	0.07686901479612412	0.13460574938452488	0.16027138165054758	0.06437198092261742	0.3140366961011749	0.005755034342878575	1	0	0.0	0.3140366961011749	0	0.35909084320893464	0.33189379428638954	0.07514683144852773	0.2338685310561479
1262000	-5718.005625226284	-5719.406486718452	1.4008614921673432	-2898.810832269762	-2820.595654448689	0.6374002919951226	2.4702595556442217	3.1451172305097477	0.276793108723144	2.6126636403578987	0.276793108723144	0.11054325091895856	2.6126636403578987	0.11054325091895856	121323	6	0.276793108723144	2.6126636403578987	0.11054325091895856	0.07686901479612412	0.16027138165054758	0.06437198092261742	0.37086627036055825	0.005755034342878575	1	0	0.0	0.37086627036055825	0	0.35909084320893464	0.30889024625276884	0.09815037948214843	0.2338685310561479
1263000	-5720.297545831194	-5721.820934058795	1.5233882276005257	-2899.755582492857	-2822.0653515659374	0.6208584220297819	2.4491826387549196	4.142313605827912	0.251585849409254	2.6126636403578987	0.251585849409254	0.251585849409254	2.6126636403578987	0.01991517105644311	121123	2	0.251585849409254	2.6126636403578987	0.01991517105644311	0.01991517105644311	0.16027138165054758	0.06437198092261742	0.3430979572144791	0.005755034342878575	1	0	0.0	0.3430979572144791	0	0.35909084320893464	0.30889024625276884	0.09815037948214843	0.2338685310561479
1264000	-5719.558895404641	-5721.357797207373	1.798901802731819	-2900.343572589208	-2821.014224618164	0.5772585114909842	3.260041253434093	3.442696270297305	0.27821620784691414	2.5928825753837663	0.2981632529813632	0.17837808739948463	2.5928825753837663	0.059477301004707696	123425	26	0.27821620784691414	2.5928825753837663	0.2981632529813632	0.17837808739948463	0.059477301004707696	0.06437198092261742	0.3430979572144791	0.005755034342878575	1	0	0.0	0.3430979572144791	0	0.35909084320893464	0.30889024625276884	0.09815037948214843	0.2338685310561479
1265000	-5724.400772750723	-5724.632697885814	0.23192513509119522	-2896.769615997619	-2827.8630818881957	0.6268981723493764	1.643441514666491	4.639409717013729	0.35659375990985936	2.57300520114038	0.1657770158849229	0.1657770158849229	2.57300520114038	0.16584180603953735	123324	19	0.35659375990985936	2.57300520114038	0.1657770158849229	0.16584180603953735	0.016408894303267432	0.06437198092261742	0.4269412502699344	0.005755034342878575	1	0	0.0	0.4269412502699344	0	0.35909084320893464	0.3109927451449117	0.09604788059000557	0.2338685310561479
1266000	-5727.593689170116	-5729.538393127818	1.9447039577025826	-2904.3664474528023	-2825.171945675016	0.5735274914354702	3.3251057357326297	3.3326594515908865	0.35659375990985936	2.5748036361801003	0.18409233766463035	0.18409233766463035	2.5748036361801003	0.12561429240068184	123324	19	0.35659375990985936	2.5748036361801003	0.18409233766463035	0.12561429240068184	0.016408894303267432	0.06437198092261742	0.41706452722985776	0.005755034342878575	1	0	0.0	0.41706452722985776	0	0.35909084320893464	0.3109927451449117	0.09604788059000557	0.2338685310561479
1267000	-5723.715536203854	-5723.409434241941	-0.30610196191255973	-2899.3983498764787	-2824.011084365463	0.7161515736425367	0.5871821372961143	3.370834704701557	0.21259818190995045	2.5748036361801003	0.21259818190995045	0.21259818190995045	2.5748036361801003	0.21259818190995045	121121	1	0.21259818190995045	2.5748036361801003	0.19694262618661348	0.12561429240068184	0.016408894303267432	0.06437198092261742	0.3836490564737056	0.005755034342878575	1	0	0.0	0.3836490564737056	0	0.35909084320893464	0.3109927451449117	0.08454818353599515	0.24536822811015835
1268000	-5717.307694316451	-5719.746439248544	2.438744932093481	-2898.7454274144397	-2821.0010118341047	0.5367430967537469	3.3370993804929148	4.97755863754483	0.23302713609020914	2.533945727819583	0.23302713609020914	0.23302713609020914	2.533945727819583	0.23302713609020914	121121	1	0.23302713609020914	2.533945727819583	0.19694262618661348	0.12561429240068184	0.016408894303267432	0.06437198092261742	0.3836490564737056	0.005755034342878575	1	0	0.0	0.3836490564737056	0	0.3649348064499899	0.3109927451449117	0.08454818353599515	0.2395242648691031
1269000	-5718.19693171151	-5720.9765034666725	2.77957175516215	-2897.6375407031146	-2823.3389627635584	0.5757109041345395	3.676056416407219	3.6822211741799946	0.22545507591021158	2.549089848179578	0.22545507591021158	0.22545507591021158	2.549089848179578	0.22545507591021158	121121	1	0.22545507591021158	2.549089848179578	0.19694262618661348	0.12561429240068184	0.016408894303267432	0.06437198092261742	0.3836490564737056	0.005755034342878575	1	0	0.0	0.3836490564737056	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1270000	-5722.281304515587	-5723.3853974925005	1.1040929769129946	-2890.27947375181	-2833.1059237406907	0.6550427783759737	2.3512091559181076	2.9517288133086015	0.3012264366605087	2.6178656472452806	0.21393692758260677	0.03516841368371881	2.6178656472452806	0.21393692758260677	123423	24	0.3012264366605087	2.6178656472452806	0.21393692758260677	0.03516841368371881	0.016408894303267432	0.06437198092261742	0.3836490564737056	0.005755034342878575	1	0	0.0	0.3836490564737056	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1271000	-5718.128704855194	-5719.873955473708	1.7452506185135157	-2894.6110132752056	-2825.2629421985025	0.5555113541645856	2.9699831087425412	5.215287572532262	0.27372042047363987	2.6316186553387153	0.21393692758260677	0.03516841368371881	2.6316186553387153	0.21393692758260677	123423	24	0.27372042047363987	2.6316186553387153	0.21393692758260677	0.03516841368371881	0.016408894303267432	0.06437198092261742	0.3836490564737056	0.005755034342878575	1	0	0.0	0.3836490564737056	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1272000	-5722.756598844468	-5722.204514467787	-0.552084376681161	-2898.6128932213214	-2823.5916212464654	0.6976069068968914	0.7148078139040512	4.334784685761963	0.24153073738591652	2.6316186553387153	0.17331936752765545	0.17331936752765545	2.6316186553387153	0.14859321688134486	123324	19	0.24153073738591652	2.6316186553387153	0.17331936752765545	0.14859321688134486	0.016408894303267432	0.06437198092261742	0.3851911967749411	0.005755034342878575	1	0	0.0	0.3851911967749411	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1273000	-5725.958294333053	-5725.331666854124	-0.626627478929122	-2897.7091096067347	-2827.622557247389	0.7502311091595253	0.4759346185153115	2.979137033681214	0.1950619771336307	2.5825797417607346	0.22235828110563616	0.22235828110563616	2.5825797417607346	0.1950619771336307	123321	17	0.1950619771336307	2.5825797417607346	0.22235828110563616	0.14859321688134486	0.016408894303267432	0.06437198092261742	0.3851911967749411	0.005755034342878575	1	0	0.0	0.3851911967749411	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1274000	-5720.944967269438	-5720.352472766524	-0.5924945029139457	-2895.689609656364	-2824.6628631101607	0.6670004790198225	0.7228171660350045	4.893059276384277	0.2250003193163657	2.6222064540590546	0.25014736248623526	0.14021970503964648	2.6222064540590546	0.14021970503964648	123424	25	0.2250003193163657	2.6222064540590546	0.25014736248623526	0.14021970503964648	0.016408894303267432	0.06437198092261742	0.3851911967749411	0.005755034342878575	1	0	0.0	0.3851911967749411	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1275000	-5717.384790136399	-5718.951721131458	1.566930995058638	-2896.4778245219427	-2822.473896609515	0.6065652273011007	2.679859732934853	4.395919703704493	0.23757384090130046	2.568041561303006	0.23757384090130046	0.19438459779569528	2.568041561303006	0.19438459779569528	121323	6	0.23757384090130046	2.568041561303006	0.19438459779569528	0.14021970503964648	0.016408894303267432	0.06437198092261742	0.38646966472144134	0.005755034342878575	1	0	0.0	0.38646966472144134	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1276000	-5719.742820996728	-5718.227855670403	-1.5149653263253287	-2893.1450823442306	-2825.0827733261726	0.7218574953887338	1.414549507697136	3.4120689199698173	0.17795443940039685	3.0511130846994727	0.17795443940039685	0.17795443940039685	2.2370691576989428	0.17795443940039685	121131	3	0.17795443940039685	3.0511130846994727	2.2370691576989428	2.255905170368298	0.016408894303267432	0.06437198092261742	0.322066051769603	0.005755034342878575	1	0	0.0	0.322066051769603	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1277000	-5719.977484378902	-5719.708673600494	-0.2688107784077067	-2896.5502916007977	-2823.1583819996963	0.78502259187319	0.8842754597485323	2.952810294063251	0.22980491589035612	2.6440911211992075	0.22980491589035612	0.18229751236005542	2.6440911211992075	0.06991041346081972	121324	7	0.22980491589035612	2.6440911211992075	0.18229751236005542	0.06991041346081972	0.13946827809008966	0.06437198092261742	0.34817834880756127	0.005755034342878575	1	0	0.0	0.34817834880756127	0	0.3686360374806491	0.3109927451449117	0.08454818353599515	0.23582303383844386
1278000	-5716.734118891113	-5717.342394119216	0.6082752281029082	-2897.2997111204522	-2820.042682998764	0.5954072861380874	1.5765510052650975	2.08142126571657	0.24417420450769659	2.5987834865080464	0.24417420450769659	0.24417420450769659	2.5987834865080464	0.06991041346081972	121123	2	0.24417420450769659	2.5987834865080464	0.06991041346081972	0.06991041346081972	0.13946827809008966	0.06437198092261742	0.34817834880756127	0.005755034342878575	1	0	0.0	0.34817834880756127	0	0.3686360374806491	0.3037551849016275	0.08454818353599515	0.24306059408172803
1279000	-5720.365452005618	-5720.778571246925	0.41311924130691474	-2899.351085790527	-2821.4274854563982	0.6977057990550362	1.3338890420973488	3.8840915074809246	0.2450997913415277	2.617717708495563	0.2450997913415277	0.2450997913415277	2.617717708495563	0.029265208984292815	121123	2	0.2450997913415277	2.617717708495563	0.029265208984292815	0.029265208984292815	0.13946827809008966	0.06437198092261742	0.33332460624826193	0.005755034342878575	1	0	0.0	0.33332460624826193	0	0.35274373268332965	0.3109680566252265	0.08454818353599515	0.2517400271554485
1280000	-5722.4993952328505	-5724.5127586997705	2.0133634669197673	-2902.377565569835	-2822.1351931299355	0.5781565839165531	3.2989832118499125	5.020688289431077	0.2559956469444087	2.617717708495563	0.22330808013576575	0.2559956469444087	2.617717708495563	0.029265208984292815	123124	13	0.2559956469444087	2.617717708495563	0.22330808013576575	0.029265208984292815	0.13946827809008966	0.06437198092261742	0.4639706146493263	0.005755034342878575	1	0	0.0	0.4639706146493263	0	0.35274373268332965	0.3109680566252265	0.08454818353599515	0.2517400271554485
1281000	-5721.132482992322	-5724.3866877878045	3.254204795482068	-2903.956296399962	-2820.430391387843	0.5497716652943382	3.168758423290765	2.9102244579392536	0.2559956469444087	2.6116533371597983	0.23356598009056614	0.2559956469444087	2.6116533371597983	0.031136051701021288	123124	13	0.2559956469444087	2.6116533371597983	0.23356598009056614	0.031136051701021288	0.031136051701021288	0.06437198092261742	0.4639706146493263	0.0017854621766716292	1	1	0.0017854621766716292	0.4639706146493263	0	0.35274373268332965	0.3109680566252265	0.08454818353599515	0.2517400271554485
1282000	-5721.5865798828045	-5723.479624944814	1.8930450620092985	-2898.6865300370755	-2824.7930949077377	0.506073674658113	3.912206279730764	5.181739969925874	0.36511127403236604	3.089838924320545	0.1366262167076939	0.1366262167076939	2.135171151524009	0.1366262167076939	123343	21	0.36511127403236604	3.089838924320545	0.1366262167076939	2.135171151524009	0.031136051701021288	0.06437198092261742	0.4639706146493263	0.01218136185141008	1	1	0.01218136185141008	0.4639706146493263	0	0.35274373268332965	0.3109680566252265	0.08454818353599515	0.2517400271554485
1283000	-5718.313768411392	-5719.863876963719	1.5501085523272509	-2896.8963127465063	-2822.967564217213	0.6037205748497174	2.751306657336582	2.6032239803601156	0.36511127403236604	2.5632362044515067	0.16947210568820745	0.16947210568820745	2.5632362044515067	0.16947210568820745	123323	18	0.36511127403236604	2.5632362044515067	0.16947210568820745	2.429572479758657	0.031136051701021288	0.06437198092261742	0.37391778201597364	0.032138956231723054	1	0	0.0	0.37391778201597364	0	0.35274373268332965	0.3109680566252265	0.08454818353599515	0.2517400271554485
1284000	-5719.518422806377	-5721.595827585939	2.0774047795622272	-2901.830118154686	-2819.7657094312535	0.5219325765500472	3.4863945866236152	5.4671068301524155	0.346161821669838	2.5459932546271684	0.2435377934776917	0.15915693779906742	2.5459932546271684	0.15915693779906742	123424	25	0.346161821669838	2.5459932546271684	0.2435377934776917	0.15915693779906742	0.031136051701021288	0.06437198092261742	0.37391778201597364	0.032138956231723054	1	0	0.0	0.37391778201597364	0	0.35274373268332965	0.3109680566252265	0.08454818353599515	0.2517400271554485
1285000	-5718.446848205549	-5720.581788679017	2.134940473468569	-2897.56072665825	-2823.0210620207667	0.5955051287379515	3.2919305869967443	3.815351919300048	0.2912785437472436	2.5459932546271684	0.2055783156661403	0.2055783156661403	2.5459932546271684	0.2055783156661403	123323	18	0.2912785437472436	2.5459932546271684	0.2055783156661403	0.18489402493122437	0.031136051701021288	0.06437198092261742	0.37391778201597364	0.032138956231723054	1	0	0.0	0.37391778201597364	0	0.35274373268332965	0.3109680566252265	0.08454818353599515	0.2517400271554485
1286000	-5717.426723980603	-5719.049680581953	1.6229566013503045	-2899.1641666479063	-2819.8855139340462	0.587683812386644	2.7799467148784793	2.921435517416209	0.2912785437472436	2.5459932546271684	0.2055783156661403	0.2055783156661403	2.5459932546271684	0.2055783156661403	123323	18	0.2912785437472436	2.5459932546271684	0.2055783156661403	0.18489402493122437	0.031136051701021288	0.06437198092261742	0.37391778201597364	0.032138956231723054	1	0	0.0	0.37391778201597364	0	0.35287484281930265	0.3108369464892535	0.08454818353599515	0.2517400271554485
