#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:firsthalf" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:firsthalf" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:firsthalf">
#                <taxonset id="TaxonSet.firsthalf" spec="beast.evolution.alignment.TaxonSet">
#                    <alignment filter="1-449" id="firsthalf" spec="beast.evolution.alignment.FilteredAlignment">
#                    </alignment>
#                </taxonset>
#            </tree>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:firsthalf" spec="beast.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:firsthalf" spec="beast.core.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:firsthalf" lower="0.0" name="x" upper="1.0">0.1</parameter>
#            <Beta id="Beta.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">1.0</parameter>
#                <parameter id="RealParameter.01" lower="0.0" name="beta" upper="0.0">4.0</parameter>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:firsthalf" spec="beast.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:firsthalf" lower="0" spec="beast.core.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:firsthalf" modelIndicator="@BMT_ModelIndicator.s:firsthalf" spec="beast.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:firsthalf" lower="0.01" name="rates" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:firsthalf" spec="beast.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:firsthalf" spec="beast.core.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:firsthalf" name="frequencies">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:firsthalf" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:firsthalfx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:firsthalf" name="distribution" x="@BMT_frequencies.s:firsthalf">
#            <distr id="Dirichlet.0" spec="beast.math.distributions.Dirichlet">
#                <parameter dimension="4" id="RealParameter.02" lower="0.0" name="alpha" upper="0.0">1.0 1.0 1.0 1.0</parameter>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:firsthalf" spec="beast.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:firsthalf" spec="beast.core.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:firsthalf" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.03" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:firsthalf" name="distribution" x="@birthRate.t:firsthalf">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@firsthalf" id="treeLikelihood.firsthalf" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:firsthalf">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:firsthalf" hasInvariantSites="@hasInvariableSites.s:firsthalf" id="BEASTModelTest.s:firsthalf" proportionInvariant="@BMT_ProportionInvariable.s:firsthalf" shape="@BMT_gammaShape.s:firsthalf" spec="beast.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:firsthalf">
#                <parameter estimate="false" id="BMT_mutationRate.s:firsthalf" name="mutationRate">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:firsthalf" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:firsthalf" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:firsthalf" id="treeLikelihood.secondhalf" siteModel="@BEASTModelTest.s:firsthalf" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:firsthalf">
#            <data data="@Primates" filter="450-898" id="secondhalf" spec="beast.evolution.alignment.FilteredAlignment"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.firsthalf	treeLikelihood.secondhalf	TreeHeight	YuleModel	birthRate	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_Rates.1	BMT_Rates.2	BMT_Rates.3	BMT_Rates.4	BMT_Rates.5	BMT_Rates.6	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4
622000	-5721.666199600037	-5723.260807671671	1.5946080716343574	-2894.6805389256247	-2828.580268746046	0.6289661595645855	1.6140973128733904	4.395947177352529	0.22495567847764447	2.604910441754884	0.22495567847764447	0.22495567847764447	2.604910441754884	0.11531208105729199	121123	2	0.22495567847764447	2.604910441754884	0.11531208105729199	0.0526798153976898	0.0526798153976898	0.12724461178267799	0.3883318957713407	0.11570163437106912	1	1	0.11570163437106912	0.3883318957713407	0	0.363832885215268	0.3268232818630941	0.08600943974615705	0.22333439317548046
623000	-5719.218898632513	-5723.241690515517	4.022791883004175	-2895.3394003600324	-2827.902290155484	0.449554971967859	5.108571245112545	3.4506704064862435	0.3036389485867789	2.6143930319830413	0.3036389485867789	0.0819680194301763	2.6143930319830413	0.0819680194301763	121323	6	0.3036389485867789	2.6143930319830413	0.0819680194301763	0.1819620944631172	0.0526798153976898	0.12724461178267799	0.3883318957713407	0.11570163437106912	1	0	0.0	0.3883318957713407	0	0.363832885215268	0.3268232818630941	0.08600943974615705	0.22333439317548046
624000	-5725.119407934282	-5727.960820285354	2.841412351072156	-2897.381937487222	-2830.578882798132	0.5662887573131609	3.954821889506099	3.945353446076637	0.23391250867073474	2.642170926688898	0.23391250867073474	0.12391656464036348	2.642170926688898	0.12391656464036348	121323	6	0.23391250867073474	2.642170926688898	0.12391656464036348	2.686325045609681	0.0526798153976898	0.12724461178267799	0.43339886703603414	0.11570163437106912	1	0	0.0	0.43339886703603414	0	0.363832885215268	0.3268232818630941	0.08600943974615705	0.22333439317548046
625000	-5723.13473611186	-5723.923127484766	0.78839137290685	-2893.4979344611697	-2830.4251930235964	0.5646574131839227	1.037029518628322	6.872286519999153	0.23869599939886163	2.6333874370445587	0.23869599939886163	0.23869599939886163	2.6333874370445587	0.017137127714290323	121123	2	0.23869599939886163	2.6333874370445587	0.017137127714290323	0.1465556042549893	0.0526798153976898	0.12724461178267799	0.5053656832356437	0.16884526985726256	1	1	0.16884526985726256	0.5053656832356437	0	0.363832885215268	0.3268232818630941	0.08600943974615705	0.22333439317548046
626000	-5720.638698976188	-5721.168599630475	0.5299006542875088	-2895.649104132548	-2825.519495497927	0.7449268902638007	0.6725766139473723	2.7415201819656407	0.19478683195350688	2.6104263360929827	0.19478683195350688	0.19478683195350688	2.6104263360929827	0.19478683195350688	121121	1	0.19478683195350688	2.6104263360929827	0.11757890302567986	0.1465556042549893	0.0526798153976898	0.12724461178267799	0.5214687847023184	0.15418222198123793	1	1	0.15418222198123793	0.5214687847023184	0	0.363832885215268	0.3268232818630941	0.08600943974615705	0.22333439317548046
627000	-5726.306383749785	-5727.7613306448575	1.4549468950728441	-2900.5053489793545	-2827.255981665503	0.5023429452454508	4.091032584475745	4.681706416876745	0.18571646693477692	2.993332108848674	0.22199792700969684	0.18571646693477692	2.227520563337291	0.18571646693477692	123141	14	0.18571646693477692	2.993332108848674	0.22199792700969684	2.227520563337291	2.227520563337291	0.25810155530192824	0.6378985508008012	0.1734340484809227	1	1	0.1734340484809227	0.6378985508008012	0	0.3768171883247757	0.31383897875358646	0.08600943974615705	0.22333439317548046
628000	-5719.678353013226	-5721.812339657421	2.1339866441945583	-2897.554708758943	-2824.2576308984785	0.5814645492166706	2.5956026724728547	2.465206193415282	0.21303182448982516	2.5858805105355733	0.20108766497459818	0.21303182448982516	2.5858805105355733	0.20108766497459818	123123	12	0.21303182448982516	2.5858805105355733	0.20108766497459818	2.341724442117918	0.07944824526361885	0.25810155530192824	0.5611776183291884	0.1734340484809227	1	1	0.1734340484809227	0.5611776183291884	0	0.374629816369724	0.31602635070863816	0.08600943974615705	0.22333439317548046
629000	-5722.272491493676	-5723.706000695869	1.433509202193226	-2891.5521574976874	-2832.153843198182	0.6433316317504544	2.057980016240162	4.04778786658531	0.2288619879618769	2.653294933406339	0.14125449038673976	0.14125449038673976	2.653294933406339	0.18203916445195856	123324	19	0.2288619879618769	2.653294933406339	0.14125449038673976	0.18203916445195856	0.07944824526361885	0.25810155530192824	0.5608706019386028	0.1734340484809227	1	1	0.1734340484809227	0.5608706019386028	0	0.374629816369724	0.31602635070863816	0.08600943974615705	0.22333439317548046
630000	-5720.836420579359	-5723.204605407979	2.36818482862025	-2893.2215820645606	-2829.9830233434186	0.5789111973761867	3.1227459947208382	3.725758074650651	0.2577810333025942	2.5882431056649073	0.2244926420240963	0.2244926420240963	2.5882431056649073	0.11674747131939163	123324	19	0.2577810333025942	2.5882431056649073	0.2244926420240963	0.11674747131939163	0.07944824526361885	0.25810155530192824	0.6683367820289385	0.1734340484809227	1	1	0.1734340484809227	0.6683367820289385	0	0.374629816369724	0.3184565963227778	0.08357919413201742	0.22333439317548046
631000	-5723.604311415328	-5724.924544201458	1.320232786129893	-2895.6201177900775	-2829.3044264113805	0.6611182569467381	2.0250199890377316	2.567695733858691	0.25951418401973886	2.5932139006835584	0.14727191529669897	0.25951418401973886	2.5932139006835584	0.14727191529669897	123123	12	0.25951418401973886	2.5932139006835584	0.14727191529669897	0.1068058812820889	0.11674747131939163	0.25810155530192824	0.6683367820289385	0.21127905849305825	1	1	0.21127905849305825	0.6683367820289385	0	0.36606381905648555	0.3184565963227778	0.09214519144525586	0.22333439317548046
632000	-5724.5549267319275	-5726.258406751271	1.7034800193429822	-2896.676525756705	-2829.5818809945663	0.6215539427939251	2.6479950080615806	4.005272246941467	0.33377967991984986	2.601462805766931	0.15600690460648198	0.15364390196989897	2.601462805766931	0.15364390196989897	123424	25	0.33377967991984986	2.601462805766931	0.15600690460648198	0.15364390196989897	0.09023788656765999	0.25810155530192824	0.6683367820289385	0.21127905849305825	1	1	0.21127905849305825	0.6683367820289385	0	0.36606381905648555	0.3184565963227778	0.09214519144525586	0.22333439317548046
633000	-5725.539400204461	-5726.12532044651	0.5859202420492042	-2897.9366627184904	-2828.1886577280193	0.6319614439260234	1.0651465223453909	2.066411911465438	0.21994335658515413	2.560113286829688	0.21994335658515413	0.21994335658515413	2.560113286829688	0.21994335658515413	121121	1	0.21994335658515413	2.560113286829688	0.17182705260905695	0.2439270176517197	0.2439270176517197	0.25810155530192824	0.6420250154987523	0.21127905849305825	1	1	0.21127905849305825	0.6420250154987523	0	0.36606381905648555	0.3184565963227778	0.09214519144525586	0.22333439317548046
634000	-5723.733166602809	-5725.572018592159	1.8388519893498863	-2894.3960248808808	-2831.1759937112784	0.5734847140937415	2.727598787291801	4.770128333093629	0.261967977696139	2.560113286829688	0.261967977696139	0.09386949325219945	2.560113286829688	0.261967977696139	121321	5	0.261967977696139	2.560113286829688	0.09386949325219945	0.2439270176517197	0.2439270176517197	0.25810155530192824	0.6816831348752859	0.27045347388819035	1	1	0.27045347388819035	0.6816831348752859	0	0.36606381905648555	0.3184565963227778	0.09214519144525586	0.22333439317548046
635000	-5727.953719603865	-5728.828780831696	0.8750612278319161	-2895.1061185614667	-2833.722662270229	0.6283832980164209	1.9481658765469274	2.6259148118629048	0.19593683619885183	2.560113286829688	0.22688585747365264	0.22688585747365264	2.560113286829688	0.23006487519445928	123324	19	0.19593683619885183	2.560113286829688	0.22688585747365264	0.23006487519445928	2.579483842308456	0.25810155530192824	0.6816831348752859	0.2425275050749616	1	1	0.2425275050749616	0.6816831348752859	0	0.36606381905648555	0.3184565963227778	0.09214519144525586	0.22333439317548046
636000	-5721.708143964085	-5722.186801900683	0.47865793659824274	-2895.5879433183227	-2826.59885858236	0.5833985962305425	2.9360856193364464	4.394293219525104	0.21300085569665556	2.7689689944006077	0.22688585747365264	0.22688585747365264	2.351257579258768	0.21300085569665556	123341	20	0.21300085569665556	2.7689689944006077	0.22688585747365264	2.351257579258768	2.579483842308456	0.25810155530192824	0.5791960719301593	0.13985627698027642	1	1	0.13985627698027642	0.5791960719301593	0	0.36606381905648555	0.3184565963227778	0.09214519144525586	0.22333439317548046
637000	-5720.349369200493	-5721.499915696888	1.1505464963945649	-2892.628283468007	-2828.871632228881	0.6786441297488658	1.6384727022796621	3.8533202832679945	0.243839471536109	2.5489848301026696	0.2071756983612175	0.2071756983612175	2.5489848301026696	0.243839471536109	123321	17	0.243839471536109	2.5489848301026696	0.2071756983612175	2.3696735983907105	2.362774635501987	0.25810155530192824	0.5791960719301593	0.16935776487166807	1	1	0.16935776487166807	0.5791960719301593	0	0.36606381905648555	0.3184565963227778	0.09214519144525586	0.22333439317548046
638000	-5717.399389926454	-5720.811414395343	3.4120244688887635	-2893.9555105478075	-2826.855903847535	0.5444349372791943	3.888487604307375	3.5238055970837436	0.26435866235042427	2.530578204917011	0.26435866235042427	0.26435866235042427	2.530578204917011	0.14576760311469755	121123	2	0.26435866235042427	2.530578204917011	0.14576760311469755	2.3696735983907105	2.362774635501987	0.25810155530192824	0.6256636773324851	0.16655392102411573	1	1	0.16655392102411573	0.6256636773324851	0	0.3558734028395677	0.3184565963227778	0.09214519144525586	0.23352480939239828
639000	-5716.113767904262	-5719.266898102185	3.153130197923219	-2898.031102652817	-2821.2357954493687	0.5662696482095068	3.677169105148776	4.230227222891955	0.2941129988646281	2.58987482609156	0.2941129988646281	0.21887206275025214	2.58987482609156	0.013152287337363733	121324	7	0.2941129988646281	2.58987482609156	0.21887206275025214	0.013152287337363733	2.362774635501987	0.25810155530192824	0.6176473388905714	0.1432613496097833	1	1	0.1432613496097833	0.6176473388905714	0	0.3514057033612818	0.3177073552389588	0.09289443252907485	0.2379925088706842
640000	-5719.525581772128	-5720.6744707957405	1.1488890236128078	-2893.3225088836357	-2827.3519619121043	0.6683891090895518	1.2493524613573888	4.0207377718803174	0.20506258695421803	2.58987482609156	0.20506258695421803	0.20506258695421803	2.58987482609156	0.20506258695421803	121121	1	0.20506258695421803	2.58987482609156	0.20591266329006613	0.013152287337363733	2.362774635501987	0.25810155530192824	0.5292488697237688	0.1392245582033068	1	1	0.1392245582033068	0.5292488697237688	0	0.35372361267628805	0.3177073552389588	0.07918376151434248	0.24938527057041032
641000	-5730.688191795765	-5728.007237237851	-2.680954557914314	-2903.715601699663	-2824.2916355381885	0.5813255102275432	-0.5586412701350989	7.243934489700863	0.2457907273173323	2.989078431993974	0.2457907273173323	0.2457907273173323	2.0277586587366883	0.2457907273173323	121131	3	0.2457907273173323	2.989078431993974	2.0277586587366883	0.013152287337363733	2.362774635501987	0.25810155530192824	0.5292488697237688	0.12741821199997283	1	1	0.12741821199997283	0.5292488697237688	0	0.35372361267628805	0.3177073552389588	0.07918376151434248	0.24938527057041032
642000	-5724.433115970291	-5725.291240464746	0.8581244944551301	-2899.634960601875	-2825.656279862871	0.5540329464210807	3.165647713248453	4.690290293309379	0.24584946669667446	2.994392149924223	0.24584946669667446	0.24584946669667446	2.022209983289071	0.24584946669667446	121131	3	0.24584946669667446	2.994392149924223	2.022209983289071	2.022209983289071	2.362774635501987	0.25810155530192824	0.6359758230595984	0.1500291225909677	1	1	0.1500291225909677	0.6359758230595984	0	0.35372361267628805	0.3177073552389588	0.07918376151434248	0.24938527057041032
643000	-5719.488718416391	-5720.16836339325	0.6796449768592386	-2894.592632340615	-2825.575731052634	0.653245987449327	1.4960283373410177	2.3875308161387054	0.2508719218373991	2.6241891374159483	0.2508719218373991	0.12493894074664873	2.6241891374159483	0.12493894074664873	121323	6	0.2508719218373991	2.6241891374159483	0.12493894074664873	0.22418381043849045	2.362774635501987	0.25810155530192824	0.6890381792221614	0.23975332835146151	1	1	0.23975332835146151	0.6890381792221614	0	0.35372361267628805	0.3177073552389588	0.07918376151434248	0.24938527057041032
644000	-5720.590218212578	-5721.091140911317	0.5009226987387653	-2896.889767341537	-2824.2013735697797	0.7057816584442771	1.124677302864483	4.046588046813942	0.25107074946896324	2.6575822163252614	0.25107074946896324	0.09134703420577137	2.6575822163252614	0.09134703420577137	121323	6	0.25107074946896324	2.6575822163252614	0.09134703420577137	0.10554809795810464	2.362774635501987	0.25810155530192824	0.6734331931128669	0.19916349636689956	1	1	0.19916349636689956	0.6734331931128669	0	0.35372361267628805	0.3177073552389588	0.07918376151434248	0.24938527057041032
645000	-5718.593344923989	-5720.411948885658	1.8186039616681433	-2898.0347350974343	-2822.377213788223	0.6308903768323662	2.4423585657938607	3.1055892632871136	0.25107074946896324	2.6575822163252614	0.25107074946896324	0.09134703420577137	2.6575822163252614	0.09134703420577137	121323	6	0.25107074946896324	2.6575822163252614	0.09134703420577137	0.10554809795810464	2.362774635501987	0.25810155530192824	0.6734331931128669	0.19916349636689956	1	1	0.19916349636689956	0.6734331931128669	0	0.36448616303217685	0.3177073552389588	0.07918376151434248	0.23862272021452152
646000	-5717.022963135621	-5719.266507116662	2.243543981041946	-2897.136875977586	-2822.129631139076	0.593305387593052	2.85020983257675	4.293690296521477	0.26631009897319	2.624682572823812	0.26631009897319	0.10900732820299401	2.624682572823812	0.10900732820299401	121323	6	0.26631009897319	2.624682572823812	0.10900732820299401	0.10554809795810464	2.362774635501987	0.25810155530192824	0.6356719045895094	0.19916349636689956	1	1	0.19916349636689956	0.6356719045895094	0	0.36448616303217685	0.3177073552389588	0.07918376151434248	0.23862272021452152
647000	-5719.931569677961	-5720.330572040175	0.3990023622138129	-2895.9205560691057	-2824.4100159710692	0.5640411093871011	1.1567814269215173	6.099811528379665	0.27770254337488004	2.589927258342547	0.25822933127681763	0.14210680433160064	2.589927258342547	0.14210680433160064	123424	25	0.27770254337488004	2.589927258342547	0.25822933127681763	0.14210680433160064	2.362774635501987	0.25810155530192824	0.6356719045895094	0.16128745450199045	1	1	0.16128745450199045	0.6356719045895094	0	0.36448616303217685	0.3177073552389588	0.07918376151434248	0.23862272021452152
648000	-5716.902206368423	-5718.689898107476	1.7876917390533054	-2897.7828702698916	-2820.907027837585	0.6148724149521889	2.3152223265177003	3.020723865730274	0.25250116585103294	2.5846508382400577	0.25250116585103294	0.25250116585103294	2.5846508382400577	0.07319482596677807	121123	2	0.25250116585103294	2.5846508382400577	0.07319482596677807	0.07319482596677807	0.07319482596677807	0.25810155530192824	0.6356719045895094	0.19526610123869143	1	1	0.19526610123869143	0.6356719045895094	0	0.36448616303217685	0.3169709899138174	0.07992012683948392	0.23862272021452152
649000	-5716.917320755922	-5719.609485589673	2.6921648337503874	-2894.8245408843613	-2824.7849447053113	0.543228914728339	2.868005983724401	2.580415991575866	0.25250116585103294	2.5610027887420395	0.25250116585103294	0.25250116585103294	2.5610027887420395	0.12049092496281472	121123	2	0.25250116585103294	2.5610027887420395	0.12049092496281472	0.12049092496281472	0.07319482596677807	0.25810155530192824	0.5505057198498045	0.10916241483867024	1	1	0.10916241483867024	0.5505057198498045	0	0.36448616303217685	0.3169709899138174	0.07992012683948392	0.23862272021452152
650000	-5716.1592614492465	-5717.836867775763	1.6776063265159382	-2894.5418316352507	-2823.2950361405124	0.6257780835138976	1.994050122500144	2.4611362087270616	0.21266601659207804	2.629571258813357	0.21266601659207804	0.21266601659207804	2.629571258813357	0.10285943259704484	121123	2	0.21266601659207804	2.629571258813357	0.10285943259704484	0.12049092496281472	0.07319482596677807	0.25810155530192824	0.5505057198498045	0.1589216228892049	1	1	0.1589216228892049	0.5505057198498045	0	0.36448616303217685	0.3169709899138174	0.07992012683948392	0.23862272021452152
651000	-5719.705879311245	-5720.623751176955	0.9178718657101513	-2896.360178418233	-2824.263572758722	0.6067419197070293	1.3072532054563082	1.9858635488491962	0.2425352630609677	2.587456547576915	0.2425352630609677	0.2425352630609677	2.587456547576915	0.09748111566325943	121123	2	0.2425352630609677	2.587456547576915	0.09748111566325943	0.12049092496281472	0.07319482596677807	0.25810155530192824	0.5530523719209091	0.17602092609281733	1	1	0.17602092609281733	0.5530523719209091	0	0.36448616303217685	0.3169709899138174	0.07992012683948392	0.23862272021452152
652000	-5721.46722969814	-5722.671191997776	1.2039622996359487	-2899.4223902802646	-2823.2488017175115	0.6313026534950539	1.4649766362114471	5.774909718372923	0.2425352630609677	2.6310467619699445	0.2425352630609677	0.2425352630609677	2.6310467619699445	0.010300686877200094	121123	2	0.2425352630609677	2.6310467619699445	0.010300686877200094	0.12049092496281472	0.07319482596677807	0.25810155530192824	0.4955974581456927	0.17602092609281733	1	1	0.17602092609281733	0.4955974581456927	0	0.36448616303217685	0.3169709899138174	0.07992012683948392	0.23862272021452152
653000	-5713.054167460746	-5715.665736551318	2.611569090572767	-2895.4338213166425	-2820.2319152346754	0.5768999027504893	2.9053148034404055	4.777817646699099	0.2425352630609677	2.609783717894562	0.2425352630609677	0.2425352630609677	2.609783717894562	0.0528267750279649	121123	2	0.2425352630609677	2.609783717894562	0.0528267750279649	0.031849489762769134	0.07319482596677807	0.25810155530192824	0.5753478962825044	0.15329512597222303	1	1	0.15329512597222303	0.5753478962825044	0	0.36448616303217685	0.3169709899138174	0.07992012683948392	0.23862272021452152
654000	-5718.9673679795615	-5718.522403630104	-0.4449643494572218	-2893.203780046783	-2825.3186235833214	0.5458867488945721	2.0882910871271703	7.089173085476527	0.3033184706135847	2.6114607673536154	0.26648955738734514	0.1577977611819733	2.608106668435509	0.0528267750279649	123456	30	0.3033184706135847	2.6114607673536154	0.26648955738734514	0.1577977611819733	2.608106668435509	0.0528267750279649	0.4605371338032548	0.08502602805851059	1	1	0.08502602805851059	0.4605371338032548	0	0.36448616303217685	0.3169709899138174	0.07992012683948392	0.23862272021452152
655000	-5726.46408691582	-5729.759660484927	3.2955735691070696	-2900.708259048002	-2829.0514014369246	0.5303971128259372	3.4504682174322614	5.660476854083428	0.2609986951750154	2.6293517814328373	0.16647227175632212	0.2609986951750154	2.6293517814328373	0.0528267750279649	123124	13	0.2609986951750154	2.6293517814328373	0.16647227175632212	0.0528267750279649	0.0528267750279649	0.0528267750279649	0.4605371338032548	0.09000245267509953	1	1	0.09000245267509953	0.4605371338032548	0	0.36448616303217685	0.3169709899138174	0.07709477637540546	0.2414480706786
656000	-5721.169186945992	-5722.814396874954	1.6452099289615219	-2901.926056590393	-2820.8883402845613	0.6870792274965263	1.7812996424795458	3.6506928591177568	0.22341699090576736	2.6879539389925076	0.22341699090576736	0.14363383957053869	2.6879539389925076	0.03362430063290349	121324	7	0.22341699090576736	2.6879539389925076	0.14363383957053869	0.03362430063290349	0.0528267750279649	0.0528267750279649	0.4605371338032548	0.10178235633363093	1	1	0.10178235633363093	0.4605371338032548	0	0.3816182659330452	0.29983888701294903	0.07709477637540546	0.2414480706786
657000	-5721.27382711075	-5725.171817763864	3.8979906531141877	-2900.2533553217913	-2824.9184624420727	0.5574112731498424	3.874647472733316	3.731101095710002	0.2146092940182444	2.5239004568277346	0.2146092940182444	0.26149024915401714	2.5239004568277346	0.26149024915401714	121323	6	0.2146092940182444	2.5239004568277346	0.26149024915401714	0.03362430063290349	0.0528267750279649	0.0528267750279649	0.46304808137210235	0.04747408413534216	1	1	0.04747408413534216	0.46304808137210235	0	0.3816182659330452	0.29983888701294903	0.07709477637540546	0.2414480706786
658000	-5723.620197621199	-5727.113181496555	3.4929838753555513	-2898.9047066943517	-2828.208474802203	0.5165196217045167	3.5727996938476005	5.1351953106653685	0.24704417273011564	2.533916751558134	0.24704417273011564	0.24704417273011564	2.533916751558134	0.19103397869337774	121123	2	0.24704417273011564	2.533916751558134	0.19103397869337774	0.12124311894665625	0.0528267750279649	0.0528267750279649	0.46304808137210235	0.09011664660499749	1	1	0.09011664660499749	0.46304808137210235	0	0.3816182659330452	0.29983888701294903	0.07709477637540546	0.2414480706786
659000	-5719.898501937398	-5720.868421511841	0.9699195744437015	-2898.5529396151214	-2822.3154818967196	0.5807960526814593	2.308616120842424	5.6658274746159405	0.28073008147604056	2.589494866700093	0.19012746755827842	0.19012746755827842	2.589494866700093	0.16002525000720857	123324	19	0.28073008147604056	2.589494866700093	0.19012746755827842	0.16002525000720857	0.0528267750279649	0.0528267750279649	0.4052744331694004	0.06967117960066654	1	0	0.0	0.4052744331694004	0	0.3816182659330452	0.29983888701294903	0.07709477637540546	0.2414480706786
660000	-5718.354852474786	-5717.632588921828	-0.72226355295791	-2896.8063224442435	-2820.826266477584	0.6031570834007218	0.9910719242461177	6.110209830536021	0.2052525666499515	3.162573042909537	0.2052525666499515	0.2052525666499515	2.0164166904906495	0.2052525666499515	121131	3	0.2052525666499515	3.162573042909537	2.0164166904906495	0.16002525000720857	0.0528267750279649	0.0528267750279649	0.4052744331694004	0.03539500223164283	1	1	0.03539500223164283	0.4052744331694004	0	0.3684018866296354	0.3116285630775722	0.07852147961419209	0.2414480706786
661000	-5717.835185418414	-5718.168342718842	0.333157300427633	-2892.8771731421753	-2825.2911695766666	0.6306089799642299	2.232042456663679	3.1817771204537446	0.18998203191268276	3.258115905307444	0.18998203191268276	0.09836937584522257	2.1651812791767377	0.09836937584522257	121343	9	0.18998203191268276	3.258115905307444	0.09836937584522257	2.1651812791767377	0.0528267750279649	0.0528267750279649	0.4052744331694004	0.03870876970256001	1	1	0.03870876970256001	0.4052744331694004	0	0.3684018866296354	0.3116285630775722	0.07852147961419209	0.2414480706786
662000	-5718.275448126216	-5720.198525235528	1.923077109311855	-2896.6100792247366	-2823.588446010792	0.6234082999560278	3.0153608201650917	3.3068480412392147	0.30880533282392797	2.6144701644341217	0.15408477943594057	0.15408477943594057	2.6144701644341217	0.15408477943594057	123323	18	0.30880533282392797	2.6144701644341217	0.15408477943594057	2.1916949411276114	0.0528267750279649	0.0528267750279649	0.3175243332055044	0.011287961706735029	1	0	0.0	0.3175243332055044	0	0.3684018866296354	0.3116285630775722	0.07852147961419209	0.2414480706786
663000	-5718.485224172629	-5719.181654597864	0.6964304252339479	-2894.1676993969722	-2825.013955200891	0.6511390884749101	1.7419053385247727	4.261349742771341	0.23859213648030936	2.6144701644341217	0.17748917821714677	0.17748917821714677	2.6144701644341217	0.17748917821714677	123323	18	0.23859213648030936	2.6144701644341217	0.17748917821714677	2.1916949411276114	0.0528267750279649	0.0528267750279649	0.3175243332055044	0.011287961706735029	1	0	0.0	0.3175243332055044	0	0.3735907218326368	0.3116285630775722	0.07852147961419209	0.23625923547559857
664000	-5727.30076081466	-5726.218070604625	-1.08269021003504	-2894.216489222197	-2832.0015813824275	0.803661613666538	-0.2549686928860839	2.2995193454656477	0.1837472754636166	2.632505449072763	0.1837472754636166	0.1837472754636166	2.632505449072763	0.1837472754636166	121121	1	0.1837472754636166	2.632505449072763	0.1774891782171468	0.17467793210377636	0.0528267750279649	0.0528267750279649	0.32538660013391124	0.011287961706735029	1	0	0.0	0.32538660013391124	0	0.3581378581265764	0.3270814267836326	0.07852147961419209	0.23625923547559857
